Steam ID,Total_Games,Avg_Playtime,Total_Achievements,topic_prop_3,topic_prop_11,genre_prop_Action,genre_prop_Adventure
76561198184561219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
