Steam ID,Total_Games,Avg_Playtime,Total_Achievements,Top_3_Genres,Dominant_Topic_User,archetype_1_weight,archetype_2_weight,dominant_archetype
76561198184561219,3,72.11111111111111,75,"['Action', 'Adventure']",3,0.0,0.0,1
